TractNum,Location,Total Unsheltered,Total Sheltered,Total Population
910606,Palmdale,9.112,0,9.112
910705,Palmdale,1.085,0,1.085
910706,Palmdale,5.641,0,5.641
910707,Palmdale,10.037,0,10.037
910709,Unincorporated Palmdale,0,0,0
910711,Palmdale,2.575,0,2.575
910712,Palmdale,15.82,0,15.82
910713,Palmdale,3.603,0,3.603
910714,Palmdale,1.519,0,1.519
910715,Palmdale,3,0,3
910716,Palmdale,1.519,0,1.519
910804,Unincorporated Antelope Valley,0,0,0
910805,Unincorporated Antelope Valley,0,0,0
910807,Santa Clarita,0,0,0
910808,Canyon Country,0,0,0
910809,Santa Clarita,1,0,1
910810,Canyon Country,0,0,0
910811,Unincorporated Antelope Valley,3.603,0,3.603
910812,Unincorporated Antelope Valley,4.339,0,4.339
910813,Unincorporated Antelope Valley,56.366,0,56.366
911001,Unincorporated Antelope Valley,60.565,0,60.565
920011,Agua Dulce,0,0,0
920012,Unincorporated Antelope Valley,0,0,0
920013,Santa Clarita,2.523,0,2.523
920015,Santa Clarita,0,0,0
920016,Santa Clarita,0,0,0
920017,Santa Clarita,0,0,0
920018,Santa Clarita,0,0,0
920020,Santa Clarita,0,0,0
920023,Santa Clarita,0,0,0
920026,Canyon Country,0,0,0
920028,Santa Clarita,0,0,0
920029,Santa Clarita,0,0,0
920030,Santa Clarita,1.425,0,1.425
920031,Santa Clarita,0,0,0
920032,Unincorporated Santa Clarita,4.523,0,4.523
920033,Canyon Country,0,0,0
920034,Unincorporated Santa Clarita,0,0,0
920035,Santa Clarita,12.066,0,12.066
920036,Santa Clarita,0,0,0
920037,Santa Clarita,6.435,0,6.435
920038,Santa Clarita,1.694,0,1.694
920039,Santa Clarita,3.153,0,3.153
920040,Santa Clarita,3.27,0,3.27
920041,Santa Clarita,3.218,0,3.218
920042,Santa Clarita,11.043,0,11.043
920043,Santa Clarita,7.813,0,7.813
920044,Santa Clarita,0,0,0
920045,Santa Clarita,0,0,0
920102,Castaic-Val Verde,4.388,0,4.388
920104,Castaic-Val Verde,0,0,0
920106,Castaic-Val Verde,69.481,0,69.481
920107,Santa Clarita,8.202,0,8.202
920108,Santa Clarita,1.694,0,1.694
920109,Santa Clarita,0,0,0
920110,Santa Clarita,1.694,0,1.694
920111,Santa Clarita,4.964,0,4.964
920112,Santa Clarita,8.353,0,8.353
920114,Santa Clarita,3.388,0,3.388
920115,Santa Clarita,8.239,0,8.239
920116,Castaic-Val Verde,12.688,0,12.688
920118,Castaic-Val Verde,1.694,0,1.694
920119,Castaic-Val Verde,0,0,0
920200,Castaic-Val Verde,0,0,0
920303,Santa Susana Mountains,0,0,0
920312,Santa Clarita,32.296,0,32.296
920313,Santa Clarita,7.34,0,7.34
920314,Santa Clarita,23.119,59,82.119
920322,Santa Clarita,1.425,8,9.425
920326,Stevenson Ranch,6.766,0,6.766
920328,Santa Clarita,0,0,0
920329,Santa Clarita,1.425,0,1.425
920330,Santa Clarita,7.701,0,7.701
920331,Santa Clarita,2.694,0,2.694
920332,Santa Clarita,0,0,0
920334,Santa Clarita,0,0,0
920336,Santa Clarita,11.919,0,11.919
920337,Santa Clarita,1.694,0,1.694
920338,Stevenson Ranch,0,0,0
920339,Stevenson Ranch,0,0,0
930101,Angeles National Forest,0,0,0
930200,Angeles National Forest,27.085,0,27.085
930301,Angeles National Forest,5.247,0,5.247
930401,Woodland Hills-Warner Center NC,11.052,0,11.052
980001,Burbank,9.811,0,9.811
980002,Carson,1,0,1
980003,Unincorporated Antelope Valley,1,0,1
980004,Unincorporated Palmdale,0,0,0
980005,Torrance,25.478,0,25.478
980008,Lake Balboa NC,8.606,60,68.606
980009,Los Feliz NC,50.744,0,50.744
980010,Greater Echo Park Elysian NC,40.812,0,40.812
980013,El Segundo,13.683,0,13.683
980014,Wilmington NC,185.18,0,185.18
980015,Northwest San Pedro NC,44.227,0,44.227
980019,Pacific Palisades Community Council,1.789,0,1.789
980020,Foothill Trails District NC,1.694,0,1.694
980021,Pacoima NC,73.249,0,73.249
980022,Granada Hills North NC,3.27,0,3.27
980023,Chatsworth NC,0,0,0
980024,Lake Balboa NC,104.94,0,104.94
980025,Carson,32.028,0,32.028
980026,Sunland-Tujunga NC,0,0,0
980028,Westchester/Playa NC,130.4,0,130.4
980030,El Segundo,4.961,0,4.961
980031,Wilmington NC,5,0,5
